label,CPU0_cycles,CPU1_cycles,CPU2_cycles,CPU3_cycles,VmSize,VmRSS,VmData,VmStk,VmExe,VmLib,VmPTE,CPU4_cycles,CPU5_cycles,CPU6_cycles,CPU7_cycles,CPU8_cycles,CPU9_cycles,CPU10_cycles,CPU11_cycles
3,-352251620,621687040,-3243124825,-3500392494,313150.9190180511,3672.6684827633053,543.3445760874911,166.84096297930174,74.81894587549968,2743.2981711676875,73.23295827762752,2302318220.3471313,-1676587770.5368583,344211065.72314143,652934058.9672635,1317996167.4268873,-679548573.5290389,160529239.47477448,1811811410.790541
0,716024710,-2092686147,3639304114,-703671650,-435872.74404580984,3372.0326197237982,-2534.6694018514745,732.4938075553359,294.4662685256825,4672.916450735411,53.32739354271333,-469818485.2714625,576682102.8143404,-727361988.3357772,252360403.9036491,-496454645.38624614,506638463.32335407,1497320164.1826992,905872895.0016007
4,418786078,4753467164,974119588,-654234194,246747.21022345521,3252.4490190562447,12354.731633388867,-124.01020537738961,217.75659243589132,3291.926687463435,35.35539462892668,-847868839.7377057,290622292.2383683,1674033103.1216755,818541834.2592338,268996619.7698402,-23757869.519222587,-1022153814.2378153,271917429.2681956
5,-1172793833,-717682237,2362664218,543162343,-67802.46623590648,2944.8018747399346,9915.370056631773,211.80854205757268,62.229388171246626,4003.141145912103,74.77210359127399,974650227.7837288,356174940.1871034,-206780373.40528166,-188569332.91627654,361491745.4190211,-554038348.3120677,887637142.8896977,98170827.77926654
7,-1348469450,-448670232,840904336,619895653,54728.53340015144,1501.5669353334306,-3698.354320889229,677.9204081592633,118.5659876816427,4789.503141839822,60.477666899035675,1561692038.778337,-911281992.8119818,201756829.94215667,1345355545.2563791,-793522032.1862862,131637193.00169018,678641206.8764185,974526095.8921326
0,-1886323985,-214562242,2648352030,461079695,365497.01839035307,4406.07414872544,-14864.52750061556,22.678374520730813,327.5105154367426,2027.0940293653114,57.544274704334015,-879859744.3634267,-446505560.8808218,1299862388.104196,-1718761449.4812372,722873031.8935606,205963080.57107216,-157987222.90785676,-1340481926.790848
-2,2517445278,-349929605,-49939553,-2522584563,-18515.23419925678,1324.1330901856404,9268.033607357418,-399.98667304054106,511.4661406460924,2183.685462316425,64.2843529875719,1009577891.5323431,707706763.0192101,-1355293318.051508,-753812029.4934522,647224990.627094,-854916179.1800454,2089539618.2000504,570046939.749172
8,-999403589,-4395685699,-474176921,1329081198,173305.9278931947,4004.2153950804495,18242.11325814341,214.43323255455584,401.46930830789563,4987.863084967383,67.82099348106618,-1367152131.1708806,-207738398.92078605,282868764.50440395,273204509.30611086,281094478.83086133,963858088.8606085,2169349128.3766046,406236821.1360178
5,1783638864,-924987756,850743383,-5202043685,-113030.76977533898,3887.9648272239747,-8065.220691524743,-126.3742561546313,170.42168569869494,-459.58726892276627,67.4927943080374,1753387035.420734,-640547666.1059432,-106027894.44305629,1358440332.9618723,-450849410.8294552,-418642000.16902447,-139041451.81581968,-265447077.57835448
5,362975714,3047206142,2362068348,-3649093836,318004.440865424,5594.998837970325,-1269.8434217072609,372.6504019349894,-15.133407819254813,3322.705241751223,41.96230655277601,-437308541.5961266,33287670.56909293,170074966.57828656,756986354.4347914,356650629.6657662,-1131147534.3724446,-929693820.5771464,-738234711.7996258
4,-2496220292,2556088836,304178624,526864197,-5288.055436579001,4119.503172101908,13132.801071286636,406.5845616362096,99.39716583603321,1675.9585161768061,54.80607264771735,1892692.312191397,-53547552.06610039,-1381631193.443602,-1170497423.233751,249283750.30733025,-259174160.99039197,-1037181995.162862,-1005799936.4971614
9,-369757449,-2171479434,-677098792,5297620494,66642.95766701811,3586.364430506063,-1900.7209041363867,28.914441055912278,170.0256000534271,4383.212321318726,40.488848682946234,-378556113.31923693,-1036503645.6100795,-623946808.698802,-386624789.0677178,-55550280.45148066,1660168229.936491,62199969.69969709,-730834541.5738056
1,837059980,339915088,1339465479,2213190743,308265.2851259002,4567.738990559703,-3344.668252593917,234.11096967697904,200.7730635149164,3602.837146249293,66.25666256477464,615989825.4845579,200300375.01697373,2077773585.7597027,-322614110.4965813,1942078521.7908406,-1959026344.2527244,459857117.9192329,-192949276.22354686
3,-246570522,2437296801,216953171,-445368376,318158.9963420534,1863.9889569210598,-11651.055857941246,313.6137379626248,143.11187488175767,2381.998711966313,49.43368919244201,-614265285.6117115,125400109.45790264,-749402026.7706621,-4914150.655896306,963788989.0933619,619251716.756101,1146581225.552475,1981253032.0447662
1,734284433,-109857699,3364862234,-3164762849,351983.83150660916,3709.903839163957,-3882.3673974370076,-68.71953528170692,476.2265261298604,4345.187593746567,53.81112692541615,654063261.0186163,737041527.3322031,-498215233.03899264,-113861878.75259629,-767337807.1318102,903423933.8871287,535469968.99698454,239995669.9326582
1,369612471,1008761386,2043406316,-67850857,773025.5563973631,3740.974816763841,36789.44373013416,283.858893012965,233.67776804762343,4911.210550477787,90.722995042789,-415492313.92343813,-43024389.516557336,-766795386.6900387,-869846868.5403625,702481665.4588304,-812890842.3259656,238649598.21011043,-1260081636.8793862
4,338029759,-3709625396,429249277,-1949929576,300263.0363837331,6353.735239783359,4459.815319288526,33.110642422516975,-180.58669263750372,-430.4466421713373,66.60215806170419,771475588.0218482,1779394240.3288896,302537496.51997405,365266830.26738644,796441917.26664,-401293257.3403975,-1496433870.4295478,241272520.12173077
7,-2079253208,3427816724,4121266439,-638807282,-400245.7417957959,5389.432438265661,16152.883378578364,64.98638747294757,142.07727778941688,3474.756490822988,39.88648882699992,603665482.9420817,1894584297.4565935,1201029260.336008,-961928819.1507605,-191364427.28460783,1538484300.6433764,342840030.1495466,2707632872.172238
7,-3710729790,767179491,1176860719,-1336150366,646449.6711701236,2561.75719016714,6762.464763849776,395.07713448774973,175.8823063578662,7689.6846933055685,49.294845808296486,140506998.2354828,923616384.6414502,-27866925.550189167,-1630987963.530764,-1166260140.3852098,967688242.9815618,952416773.3608717,1605993388.3733523
5,-1037378821,2358005822,-1259214617,-956444211,387245.8196842531,2494.877395416763,-23970.16523740856,173.54659546028978,232.08755263569486,4798.799003784789,90.27819382006278,-250521859.8569579,1358858623.136865,-540939376.3173461,-460840181.555145,-230332542.7687214,1245633504.514792,962518444.8787721,-810205779.2057058
1,-2594200730,-1384243635,1509492925,1609947689,499875.47438790667,3052.456483056692,25844.851872859384,148.83315754583398,4.705684354440365,6886.418541733531,73.35454437892957,-435287397.10199124,-1683821337.6091497,-1188342173.9792662,-154493426.6828936,-295984827.72794616,-24382066.847147346,-103171512.49426612,154182545.53546175
7,3774197209,919999103,-985670924,65082191,10883.844203521352,6489.637986707492,7978.14389735712,818.7537424936668,74.7439722449312,3424.399325977792,56.757847004590104,-833619421.7864485,774433459.7235842,-400256295.0902052,649277548.5763631,1098328740.0379226,855128954.5509214,669082149.5983044,1372276682.4807363
9,-1249027377,1733653855,603944372,-4825000596,165297.82559669204,5478.046073332042,2321.5644036367776,79.24426971851034,292.4680937257269,1757.786125150033,28.67801777636547,1994001474.295101,-144144519.5117962,326619759.2834165,650490583.8990202,-323397109.1417765,1013442203.3566273,-1140322461.9251804,-1073561650.9758315
4,228820903,1834770447,-616410496,511600136,-20339.199571513906,1542.7974422963975,-12573.452825042954,-278.43607389611986,-196.0603209370092,4844.409041212399,55.139961319337154,1577858510.015746,485718923.4691739,1463800225.1537404,-594643298.092943,-280122796.8574175,-266193681.2731142,1882588656.549839,-698436349.6890694
2,2064624588,3219385002,-1641742045,4276237605,-253307.03043807758,1831.649695342173,18045.009748477754,145.93150159489613,549.809961185285,2821.735278003401,59.39044702443328,114877618.12946655,513447873.14443386,1836565428.8503256,-1383439010.0506015,-392276962.6097304,280407558.60351145,796319244.9941912,-916281468.7928426
9,3794170186,-763380575,2508752459,1186490195,-35475.41872914876,2677.5289912627723,-11258.694357533273,-67.83424850166298,378.1649555856866,307.9554637213646,46.028158658134856,541576397.9738909,-319655618.701833,763252572.0625508,441839178.9033755,-1515175524.555508,729625818.7875781,-58326565.54014355,-634692392.2281481
0,-1434967541,295838066,-971412144,-1436649471,677578.8390692832,4472.670829885322,12380.49863131676,-10.398112410649247,200.05602476921612,2878.896651566683,28.283070224775155,239974441.709356,560895251.3699934,1231308065.4637747,706055138.2181839,2572564145.7737603,1876041858.807386,-514212912.3083246,-145725384.0966403
1,-1689364215,1559694792,-3297229272,-1563408069,155856.47034607496,5704.2598868458335,-452.8922349207978,609.5225095740777,176.03070436475096,1283.742920237627,68.24906867719582,1050013687.9274824,1246058577.932916,-330006006.37250066,865534659.8362763,-281969480.6550864,977091010.1621803,-211384436.0502109,636139029.7981895
4,5575485622,3086396220,-3648699780,4256659978,69427.82880180035,4232.506265548002,13880.114556047401,5.282051524316358,-1.9256876235858726,4535.748029058952,42.352413004459606,2250275025.343713,694513248.1240463,250727551.79298168,-684573252.8916478,560818577.2289081,1250796270.5814953,-2417482593.46268,-528046417.6696484
5,-1207111997,216560300,3504889672,288998391,163526.27980824467,3322.772800281679,17005.42469581907,324.0124130020723,412.4631843778668,2247.863162877493,43.541199466406894,1010741087.8998423,2456873549.9842143,142921940.1791153,1459971197.743067,1210291911.039213,-87315380.43803501,709448102.3615372,-1156318909.295401
1,3366190413,-218044405,1963991447,885321859,-170724.86021307902,1922.0842635071917,-1220.5361117307311,542.5692011063982,154.91372612919153,-31.677966518393532,57.69009636665627,-2288483936.2890677,1531187380.5558898,-357439267.86175054,-1185210911.57545,-5595232.188628107,-885665367.3103591,1123444255.0152268,-926812168.2141261
4,-563647592,-611501724,1471391233,590193205,584865.4670553635,5761.535055449636,26219.643978161013,124.50289737826172,293.9956554389263,4183.255295257905,35.23972200636207,-114697795.0331217,-1619911413.8939118,-347734541.14783406,253004839.8559168,-1781435368.6489513,1793620525.2694864,1099505188.000293,1116866354.848846
4,-130324777,-1192612763,-2108254710,3369721713,-59163.378682025956,3795.183395548592,18213.925254110938,125.27259224133627,189.10447884738886,3874.1604652454944,33.76125293668274,1820831161.6579206,-506491022.4754927,560580559.5297054,1042896492.8040715,-653904323.3162472,1330728250.1217873,1020884028.6082852,684446043.0858738
9,-1213530281,2230199707,2188570529,3947754087,282532.8699949672,1503.2052932826732,16387.99392272125,271.4035957650532,-76.23643921820744,3116.450321637973,23.66794420172631,783870718.9873765,-2185247431.6337953,1073508952.1901883,1493734361.9382906,-1571826393.4946356,-142367114.95306283,1257530597.5663314,894875890.1665348
0,1683267063,994221828,1425994557,852883235,169100.1965147597,2992.9717986144756,24240.628853187736,569.9272665560823,-253.7526563439067,1529.1381699311332,88.8362651293628,161600028.75147808,-426708665.93461144,455157819.02834016,-1352620798.0513434,2074754261.6076605,-728386670.1410158,1154937463.5002642,373195938.5937617
4,1566638055,1347276216,521235412,396343071,296280.1442843577,2345.6328455397497,33866.926092474285,273.68905004738195,-95.77960917323279,2375.505961815338,55.79633189697711,899831716.6111541,495726388.9797833,284025247.76657975,78107456.88073061,-5128023.2744555175,1337813497.6654718,925466160.5444845,1965636196.6667655
6,1114736370,-141144504,1098405255,2114501459,17670.420582009756,1435.148552253368,-30476.127105459327,402.97230620694484,-67.56615216471849,4083.605819970324,58.70392734619575,338480764.7437793,555632369.7675626,399855469.12947214,1684174076.0001044,10054370.934984773,2277577092.797969,873174620.3130572,-1284873929.0220397
0,317386133,744652742,-2267813240,1267411372,38635.29828270705,3852.3916418521467,30068.566214717193,266.4353677784371,548.9886264408113,3651.368781241923,36.130143928489076,486795014.40900713,-1040720749.7259319,860985309.7983576,840186383.472324,-3082812751.291358,-139691165.09056306,-1730248362.218657,643114283.1747215
9,2773334296,63476544,-1663526341,2070684986,518392.49318493484,6051.636257402505,-14004.912313203142,-50.9865603881714,149.72715007838383,193.08567786569847,51.42775247382398,1245332916.2587023,-421865363.6911689,-142949690.13961685,718067124.4943727,883465586.2547941,834241474.3283117,86210335.2177572,-67133162.25946075
0,1190239427,-1306433130,1420183641,909063653,466189.34535286494,4520.736433382155,23050.81189233024,-356.1953934585065,-217.08720247876087,5410.108669476024,49.51796318826821,-408777442.49764484,1153777025.0850606,-1039736105.5239536,1311960810.545878,966525268.4522772,1137875529.2836337,-812460212.2412542,-266460548.43749106
4,1800655507,-2916188218,-2266856979,3705669603,417149.65360776655,5020.977798858565,32032.052926505396,-406.7948924634993,398.9175450628122,3183.578716501937,9.834678730605276,551697086.3773528,484510602.07754135,816969805.3279037,1837778233.8837876,-1218370224.3626204,-1017064410.3549201,-146510290.11141062,-772100865.5327992
0,876594268,-1967750455,1495637449,1500381109,-48135.38291891468,6361.614959056911,16181.80183879517,56.39554273980451,132.71492850193005,4961.572645440743,57.53463572831524,901735992.3689225,1104734068.3636672,-1075250680.3366675,-1273983768.7661474,-925363926.3667724,-665685858.3182367,-936175444.2624344,-805312559.4767371
5,1073698611,2480310382,484600003,2608820729,370092.43849751406,4790.173853039978,-9188.594716426858,31.44234734029132,-101.87276780963018,4805.037220482636,38.85368604358254,1049504879.6494493,1223265446.9694476,-430992247.52713,-2154051180.3748293,-19307911.41150543,739537140.44861,1314062618.8743749,-551374137.1120694
7,-1203750070,4174647881,-1880994459,394398358,220680.17597341834,3658.925467326676,-1218.9185090205374,205.01514864561895,176.9176907930839,1272.326892506643,78.72488366747643,-546577934.9644828,-182275066.7060555,252330617.36595708,1596061650.025367,180265841.09266526,-942360925.9015992,2830084146.32068,509120671.8771833
1,-458477827,-860662199,292972332,1944325138,-32039.580434925112,4924.940747722331,23501.207972924985,329.3109347700358,-129.36096639370922,1727.1345884112093,69.28042113291059,94978766.99750888,-2056402934.6016579,-2092745458.2021613,858923001.9824499,366085786.54126644,1711670893.8303826,-659958438.2448533,1257237770.5973604
2,560830638,2579050571,2535594423,3094194871,39805.08049428859,3253.1434929939437,-8672.512314037278,403.9422816885309,66.78026987406548,3359.257240511194,46.96328279104442,-1363148895.9493403,1181778826.9087665,-2150736024.04784,484417680.78459346,-256102490.45045245,480342985.5388058,-456877384.5414691,158045328.31847435
3,336403071,4571843528,-1602199041,172321066,262330.6789858535,2497.48280361403,17830.694918234192,302.2028874790645,360.522306977056,2027.7218242644158,47.184202868552404,-1063794973.8544891,897680066.5784243,279308148.65284735,501977642.72751033,-711935192.1179936,1625719330.9482834,158179241.02834132,-1186607625.1547399
6,2986481188,308637526,1430399298,1050524373,-269711.7412041087,3565.0014166036453,16316.178072531518,634.6499476644985,268.21375109255575,2185.3729212875874,29.2010218684189,-732691430.2415178,930687286.7450255,-1403052002.6292758,-268367527.0211319,785750293.5250854,-487019318.1327635,127426370.09183823,-396567696.70732105
3,-131624543,-4148505662,-1493529596,-2973772963,146784.99079490427,2642.7371778375596,-9736.701675976481,-5.411901036289265,-9.64205383775996,3856.509847853863,36.269754042029916,-315656949.05005217,-1058008993.2499673,343150179.73286605,931816878.5132616,1460527543.9374974,-617692614.6875263,1671698047.6651917,-272314297.66003495
2,-78607356,162192736,20002784,-6818006,279377.72185469355,3766.9086554971386,-1917.1587797043494,671.0331716419395,-498.17633653927396,3497.27371640977,36.171986669234755,479285874.12636495,-108586053.588141,1183917277.4492993,226536926.38853446,941003866.6810412,-1151733783.8515313,-869880102.4642866,-1244157641.2128944
-1,-665718491,1200754360,-1581626991,-3181463860,260625.1964101988,6297.739869660167,17102.622130372463,-7.725111931590021,-83.94435263909358,5087.730503813138,37.794776194476924,-3153518387.454011,-482030184.10167205,-878765610.0630895,987475630.0468125,812920385.4571078,1545315036.2430851,508263080.37513214,-481441327.8970951
0,-761807177,1544266559,-1601675390,2761913761,111287.88794620198,4464.1311509289735,27741.572128661854,455.20151527956705,8.78802932317825,4512.920157347137,40.61357029907139,-1834441540.1862402,93338207.23763376,-1648014244.9663343,929673350.569484,-479893960.8729989,328813220.6006339,201304319.10457003,995434908.1522801
1,-774727344,7347804468,-1668662902,1857082651,211656.7362897938,6254.839204990122,7173.796186629494,397.7247824609308,118.26674787500765,5040.4847705774855,53.808558287231314,2292679567.117552,308508200.89804554,-1083477946.3333397,1134113437.9198997,258195074.9220531,1574286416.520721,1908042062.902038,836282309.2460752
1,2986374834,-949785916,766177631,1133534698,-251440.81993341894,3008.9608220972905,24089.632244599765,160.5974486238936,454.8983637069043,6668.411402372353,72.7414015285309,-777642499.4535797,-891389247.3538547,616659031.076911,513019196.73266375,-1221922392.1549642,1206046489.2231207,1699083102.819796,776762803.3303094
4,2543387459,404523687,-604025777,-153151134,-734688.8882498676,4715.013742799936,14628.808051698717,163.94016642296452,367.0330694763463,3605.9064487717515,45.8934037726832,1135344082.4451811,447663908.9638603,-1742694111.7099476,1652287541.3428683,511630722.04135233,-1274155983.919563,361706423.78249973,-47667301.82876146
2,-1105780205,2971171128,1409307824,108315108,378884.3019295327,5684.713375377438,-11481.56059999486,297.51339042959535,306.61635683151087,4177.167764425756,86.73100243409331,-2570480341.9938574,-174005414.46845523,-658520294.952539,-910937649.989693,1298268447.6193192,-117200659.27045077,-46604243.20424211,421857736.18710184
5,918070201,2109174486,2974909984,1737960288,253598.6409284465,2117.399143334316,19709.838990905533,-88.06436532673078,179.29647211194248,6046.029928168076,63.56004749298503,161487738.52672598,-1365916388.1964955,-2449723602.1242313,2521061147.4008975,-827610271.5957103,577946094.8869033,585708581.7548015,-1697040984.8974075
3,751999007,-1964933402,-586568761,3383399437,91236.9819415643,7028.8129444229635,-4796.537190707734,377.43867917775356,24.972830185155516,2268.300823674836,62.3001873797815,238858185.5120564,-415378356.05222976,1010162203.373892,1413323831.4312925,698751186.5665576,680831934.2005107,668599081.6802785,-771610850.5960501
2,-640481104,2501286141,406124250,1225219624,432884.02733911964,2969.7933805088123,-5275.346689032197,369.15392976846226,625.2021528730022,4117.956680980141,57.900486827849214,-1883591688.2401078,-511428705.0439732,1191212568.3985534,-1086122208.388159,-1025381849.2549188,-396522525.9800403,200185132.95879352,-920568113.4337113
0,1009202501,4708204430,-1753889438,4686966265,279479.90383929666,4071.879329625903,22732.33136002363,337.6161469533967,389.93906857855325,6236.215768441487,64.63375341287751,-1146623983.2055862,-1334133800.7212605,111557787.80216369,-1042399445.341463,704762854.4183779,2647069095.8936377,-1725748974.5734925,289670874.63667506
3,2086620150,-2367784177,4392001474,683992826,179115.01563890284,7177.417943123361,-4771.2925184598635,396.85746923037243,228.1950152888138,3077.6865642796133,77.36421598853892,-421706033.1505136,-916921297.8417106,552514165.9545789,533672559.04583657,1151281818.8065248,-2488465995.377042,1124849704.0331118,63152460.09245762
6,-2383281543,-775834569,3663557855,-280609019,-150487.34547536605,4559.692307143058,11331.610756608694,-64.14612851069515,311.91634978206366,4808.988379230815,42.493358976208285,-482638533.86303765,500554908.09396875,651123438.8108892,-778129632.8681767,816610845.9133446,407390873.616576,-752919468.1789112,1619763931.8214777
6,240848387,1263134003,45100921,1632787364,-43256.05976762083,-240.68371558774834,18215.735414957282,65.73251060622371,273.9505294919413,1698.2613861271332,66.45950711862125,-51812117.443095505,-595633072.6275724,1949573021.8696022,153060500.11234206,1067995428.6702821,2511627035.0034666,8734665.404073328,-79305386.12737265
0,-1732208225,-503877722,2904432106,-923181906,-425391.0052393705,4251.390629220946,8381.662222357902,-366.01905502445845,-178.64202103361933,2728.6787867840203,50.94639691664579,-976370243.5702224,214100104.0735672,-413424303.92042613,1402980699.148977,747063617.4629765,382402193.37189233,-144859955.54675835,1380076970.0057132
2,-310877961,241829430,-2320903613,3946090473,583859.9807016081,3997.40893370398,-10694.22165161437,157.11164937887793,550.1789869164884,5061.614266227666,79.40716775590238,940979354.5954883,559937246.2644724,1239335242.6109653,-1081263666.0356293,-863718949.7394016,169851060.8491774,-467538533.56366074,-366528789.7771086
4,-2813594794,-707182729,19880304,1238764736,315447.5775087831,4432.151143619506,10821.675823314532,228.03994193021398,394.99718643029775,3676.8832058143425,84.62502812188616,790517366.2999742,558432804.4124013,-595970009.0717103,1306477060.3148305,-794002692.9434636,2830122719.995911,-673651889.4087901,-765820539.3646095
5,-185993256,613005274,-548386889,-1396334717,-1457.2665293386817,6078.185684991795,-1723.0673390515485,173.89054545492306,7.857764642088199,2135.6993044826695,62.32896948343504,1113013603.1490908,969356310.861891,-634877100.4308481,-408713301.8112501,799618247.536423,349040496.8380687,-1717217754.8240042,-1242292348.5826337
0,-623175962,1893473709,-195199344,2002242927,47728.437680378905,3311.0384969848296,12981.201869541568,-57.701078343077285,156.82788927452407,2222.894833234714,54.178091165835255,-665481169.4410086,-252664408.14977834,-297734714.4135202,1049494945.060473,2046141194.022704,953947276.2072004,-1223907901.1816688,307497711.883927
3,335369440,1968353658,3301764000,3899453428,588450.4756355338,2512.2275188786416,-8701.086709545922,300.6512415953463,76.46064926527717,1433.2551583208563,83.90074831524882,-210308807.0375905,-1949595295.875129,-19898865.262953997,-292184841.5418041,518055231.80116445,179729582.47440273,1067565526.2917519,407246192.92209065
4,-305199053,3472568198,-1071449815,1641727494,-127812.3023198947,6294.293153858278,-15946.57525085846,-8.590370172988486,568.2590005038508,2631.337460273495,68.70431381163877,261763094.94499305,804271169.6111479,-119269357.50421292,17450422.48870799,-1044503937.8127093,-605066987.5560364,71675056.3911249,735583422.2723682
4,2229699204,1005833646,429746628,-969991114,634269.5423777828,5857.356937670724,6920.005610980966,13.815848257423823,47.53531858419751,3643.063082123263,62.951797873166186,1038209659.2781436,-597622723.2445314,735830343.2079223,2594913342.8373165,-884373162.5208278,-456190077.7513027,-99880703.65127474,962999725.4386302
3,-996469848,1536065760,-4501028139,1393552635,110031.72931830825,3862.468962716793,2024.2671005625389,4.072513191922383,555.7203583785081,4364.547270548723,63.138676010952175,180794023.1412669,-930098953.8873739,1281766110.708006,-18566233.934602797,346247317.28245556,412574651.23816425,428915909.7752646,-720806942.016454
3,-5658951006,-329341600,578829290,-179903131,169587.0865972662,5394.031840737713,3804.661790873972,182.24614863435096,-164.15201081962894,5215.773094011905,48.46804092383482,-903642980.0221074,-665454484.1898644,766387200.0021509,819128792.4990039,388044158.8169383,-96461284.5080854,-1395152271.3926659,491053823.5592517
6,29011166,456744328,2101597541,2011532771,197321.14165381514,3370.1997397197415,9691.816408251985,257.7171378978325,272.4618686532498,4215.624234800506,58.60659329723829,-163385048.32716483,-1435371711.1803763,-1117592040.6730533,-1687660752.4718902,613949223.6117077,-1775188983.5838423,-693287289.161016,-643996880.2678778
0,3205232286,188548754,-1775162907,-1296290341,67459.31081206675,3650.787664634104,12671.950990238345,544.924629229256,409.3337826285573,811.4064333420479,34.19943318841513,823537480.5121827,413343911.49993026,139500575.71405706,504932729.9142513,45799556.158959016,991994218.9391855,-149162525.30144608,497542749.2133345
6,-1697095119,3986417104,-2496056706,325064886,76363.53941335343,4250.771942512978,-6049.354243303723,-159.71350438829106,347.1485752959529,5401.405269312978,42.85584112066516,-1588768673.7054331,-1737771502.5252051,1005203313.0990522,-247973107.794745,-412562390.2943974,-875479197.693342,104908248.8823157,-1525763180.7648094
6,-213405707,4123025774,-3015590833,1939457084,-59529.90644295716,5627.519546893924,25275.717142803973,98.12321942797384,214.54269758615598,4272.193536104419,39.43160669615568,-150717056.7907328,1306149927.9147878,118215484.53785211,1681272247.119455,1637706487.9023046,44694050.66658418,-221069984.69793552,32157575.105536208
2,2914764002,-294588460,2965853164,4014730621,8884.610136300034,3208.923868018983,22444.633478019954,504.61649419756463,-193.398989247252,3447.942152735106,55.835994833789556,305119229.7586951,25216170.357503414,553487385.2199466,-2590699336.769492,-683814395.5534408,554819148.6103895,-1863188529.2930741,1684100968.384713
5,2102783559,-3791219731,1004568121,533495733,192650.7944089509,4868.049378412782,-10041.226699918992,441.5603761469839,245.69056316970654,2069.0338377535595,59.04667047745074,1196118648.3437696,-387513656.40322435,217462618.19596934,951983150.9313704,82898948.2948567,2891595105.640068,-429048145.0085468,1527387259.371516
6,-1829713404,-945588113,2994395333,-3340128458,12734.421694118748,3464.1071058768616,18911.69048797106,559.4117586606972,-60.28077086368407,3109.335381219443,50.21741684206035,-1357468917.3019223,49109408.19867183,1443028217.6952891,64488793.589595854,-1229679813.194407,1043116864.5018709,533144312.0474656,179085829.10008347
5,1290461846,-19075477,-2890373321,6289198785,-82683.1203301258,-99.61129903466644,19607.608590811837,217.447537239151,263.16075527436266,1137.9534405682575,63.21641780006422,1293467854.1555414,-224405092.59428886,-1960332274.8115058,686719399.4478449,-608459075.7338824,-1545647777.435807,338249856.57302415,673804933.7379122
